,ethnicity,marital_status,owner_type,gender,use,age,bld_val,year_built,roof_age
1608,East Asian,Unknown,Unknown or not provided,Female,Condominium,75.0,441569.0,1982.0,23.55586592178771
1609,Western European,Single,Unknown or not provided,Male,Cooperative,59.0,927000.0,1939.2222222222222,23.55586592178771
1610,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,60.148464163822524,269000.0,1939.2222222222222,23.55586592178771
1611,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,60.148464163822524,469344.0,1978.0,23.55586592178771
1612,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,60.148464163822524,232670.0,1978.0,23.55586592178771
1613,Middle Eastern,Single,Unknown or not provided,Unknown,Condominium,55.0,191243.0,1987.0,23.55586592178771
1614,Western European,Single,Unknown or not provided,Female,Condominium,55.0,285389.0,1931.0,23.55586592178771
1615,Other,Single,Unknown or not provided,Male,Condominium,61.0,408602.0,1989.0,23.55586592178771
1616,Jewish,Married,Husband and wife,Male,Condominium,64.0,573401.0,2007.0,23.55586592178771
1617,East Asian,Unknown,Unknown or not provided,Unknown,Condominium,60.148464163822524,277193.0,2007.0,23.55586592178771
1618,Western European,Separated,Unknown or not provided,Female,Condominium,54.0,206877.0,1989.0,23.55586592178771
1619,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,60.148464163822524,717000.0,1930.0,27.0
1620,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,1557000.0,1939.2222222222222,23.55586592178771
1621,Jewish,Married,Unknown or not provided,Female,Condominium,63.0,234287.0,1989.0,23.55586592178771
1622,Jewish,Married,Unknown or not provided,Male,Condominium,76.0,443272.0,1950.0,23.55586592178771
1623,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,60.148464163822524,503719.0,2005.0,23.55586592178771
1624,Mediterranean,Married,Unknown or not provided,Female,Condominium,50.0,264975.0,1931.0,23.55586592178771
1625,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,60.148464163822524,1017494.0,1982.0,23.55586592178771
1626,Mediterranean,Single,Unknown or not provided,Male,Condominium,60.148464163822524,116935.0,1987.0,23.55586592178771
1627,Hispanic,Unknown,Unknown or not provided,Female,Condominium,60.148464163822524,130757.0,1950.0,23.55586592178771
1628,East Asian,Single,Unknown or not provided,Female,Condominium,47.0,395323.0,1939.2222222222222,23.55586592178771
1629,African American,Married,Unknown or not provided,Female,Cooperative,79.0,433000.0,1939.2222222222222,23.55586592178771
1630,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,60.148464163822524,334523.0,1978.0,23.55586592178771
1631,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,60.148464163822524,503719.0,2005.0,23.55586592178771
1632,Unknown,Unknown,Company/Corporation/Incorporated,Unknown,Apartment house (5+ units),60.148464163822524,17559000.0,1912.0,7.0
1633,East Asian,Single,Unknown or not provided,Female,Condominium,68.0,181083.0,1978.0,23.55586592178771
1634,East Asian,Married,Unknown or not provided,Male,Condominium,60.0,319512.0,1939.2222222222222,23.55586592178771
1635,Western European,Single,Unknown or not provided,Female,Cooperative,60.148464163822524,991000.0,1939.2222222222222,23.55586592178771
1636,Western European,Married,Unknown or not provided,Female,Condominium,63.0,278591.0,1939.2222222222222,23.55586592178771
1637,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,60.148464163822524,2060356.0,1900.0,23.55586592178771
1638,Hispanic,Married,Unknown or not provided,Female,Cooperative,61.0,929000.0,1939.2222222222222,23.55586592178771
1639,Western European,Unknown,Unknown or not provided,Female,Condominium,67.0,192791.0,1939.2222222222222,23.55586592178771
1640,Western European,Single,Unknown or not provided,Female,Cooperative,55.0,2793000.0,1939.2222222222222,23.55586592178771
1641,Western European,Married,Unknown or not provided,Female,Cooperative,61.0,745000.0,1939.2222222222222,23.55586592178771
1642,Western European,Unknown,Unknown or not provided,Female,Cooperative,46.0,1275000.0,1939.2222222222222,23.55586592178771
1643,Western European,Unknown,Unknown or not provided,Female,Condominium,67.0,192791.0,1939.2222222222222,23.55586592178771
1644,Other,Single,Unknown or not provided,Female,Condominium,74.0,209605.0,1939.2222222222222,23.55586592178771
1645,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,644000.0,1939.2222222222222,23.55586592178771
1646,Southeast Asian,Married,Unknown or not provided,Female,Condominium,52.0,223969.0,1899.0,23.55586592178771
1647,Jewish,Married,Unknown or not provided,Female,Cooperative,60.0,2011000.0,1939.2222222222222,23.55586592178771
1648,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,1560000.0,1939.2222222222222,23.55586592178771
1649,Western European,Married,Unknown or not provided,Female,Condominium,63.0,278591.0,1939.2222222222222,23.55586592178771
1650,Jewish,Married,Unknown or not provided,Female,Cooperative,52.0,1759000.0,1939.2222222222222,23.55586592178771
1651,Western European,Single,Unknown or not provided,Female,Cooperative,75.0,672000.0,1939.2222222222222,23.55586592178771
1652,East Asian,Single,Unknown or not provided,Female,Cooperative,54.0,643000.0,1939.2222222222222,23.55586592178771
1653,Mediterranean,Single,Unknown or not provided,Unknown,Cooperative,49.0,1205000.0,1939.2222222222222,23.55586592178771
1654,Western European,Married,Unknown or not provided,Female,Condominium,63.0,217323.0,1925.0,23.55586592178771
1655,Hispanic,Single,Unknown or not provided,Female,Condominium,70.0,116366.0,1961.0,23.55586592178771
1656,Jewish,Single,Unknown or not provided,Male,Condominium,60.0,109116.0,1961.0,23.55586592178771
